Handle,Command,Title,Body HTML,Tags,SEO Title,SEO Description,Metafield: custom.material [single_line_text_field],Metafield: custom.nominal_size [single_line_text_field],Metafield: custom.pattern [single_line_text_field],Metafield: custom.finish [single_line_text_field],Metafield: custom.color_family [single_line_text_field],Metafield: custom.units_per_box [number_integer],Metafield: custom.sqft_per_box [number_decimal],Metafield: custom.thickness_in [number_decimal],Metafield: custom.price_per_sqft [number_decimal],Metafield: custom.price_unit [single_line_text_field],Metafield: custom.source_sku [single_line_text_field]
micro-basketweave-black-dot-marble-polished-mosaic,UPDATE,"Microweave & Black Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11 3/4"" x 11 3/4""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Basketweave</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 7.68 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Grey, Basketweave, Polished","Microweave & Black Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished","Microweave & Black Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished. Natural marble sold by the box, $24.17 per sq ft. Samples available. Ships across the continental US.",Marble,"11 3/4"" x 11 3/4""",Basketweave,Polished,Grey,8,7.68,0.375,24.17,sq ft,MIBLMARMOS572405
micro-basketweave-grey-dot-marble-polished-mosaic,UPDATE,"Microweave & Grey Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11 3/4"" x 11 3/4""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Basketweave</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 7.68 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Grey, Basketweave, Polished","Microweave & Grey Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished","Microweave & Grey Dot Marble 11 3/4"" x 11 3/4"" Mosaic — Polished. Natural marble sold by the box, $24.17 per sq ft. Samples available. Ships across the continental US.",Marble,"11 3/4"" x 11 3/4""",Basketweave,Polished,Grey,8,7.68,0.375,24.17,sq ft,MIGRMARMOS698165
slvrtrvcop310102,UPDATE,"Silver Travertine Light Grey Tumbled Exterior Pool Coping 12"" x 12"" x 1 1/4"" Paver","<p>A natural travertine, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Travertine</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Tumbled</li><li><strong>Pattern</strong> — Square</li><li><strong>Colour family</strong> — Grey</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Travertine, Paver, Natural Stone, Outdoor, Floor, Grey, Square, Tumbled","Silver Travertine Light Grey Tumbled Exterior Pool Coping 12"" x 12"" x ","Silver Travertine Light Grey Tumbled Exterior Pool Coping 12"" x 12"" x 1 1/4"" Paver. Natural travertine sold by the piece, $24.00 per piece. Samples available. Ships across the continental US.",Travertine,"12"" x 12""",Square,Tumbled,Grey,1,,1.25,24.00,piece,SITRTRAPOO530721
antico-onyx-travertine-split-faced-ledger-6x24,UPDATE,"Antico Onyx Travertine Split Faced Ledger 6"" x 24"" Ledger Panel","<p>A natural travertine, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Travertine</li><li><strong>Nominal size</strong> — 6"" x 24""</li><li><strong>Finish</strong> — Split Face</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Travertine, Ledger Panel, Natural Stone, Feature Wall, Outdoor, Split Face, Large Format","Antico Onyx Travertine Split Faced Ledger 6"" x 24"" Ledger Panel","Antico Onyx Travertine Split Faced Ledger 6"" x 24"" Ledger Panel. Natural travertine sold by the piece, $11.75 per piece. Samples available. Ships across the continental US.",Travertine,"6"" x 24""",,Split Face,,1,,0.6,11.75,piece,ANONTRALED052149
herringbone-green-11-x-12-5-mosaic-tile,UPDATE,"Herringbone Green 11"" x 12 1/2"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11"" x 12 1/2""</li><li><strong>Pattern</strong> — Herringbone</li><li><strong>Colour family</strong> — Green</li><li><strong>Coverage</strong> — 10.5 sq ft per box (10 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Green, Herringbone","Herringbone Green 11"" x 12 1/2"" Mosaic","Herringbone Green 11"" x 12 1/2"" Mosaic. Natural marble sold by the box, $30.78 per sq ft. Samples available. Ships across the continental US.",Marble,"11"" x 12 1/2""",Herringbone,,Green,10,10.5,0.375,30.78,sq ft,HEGRMARMOS172917
checkerboard-bardiglio-carrara-white-12x12-honed-tile,UPDATE,"Checkerboard Bardiglio & Carrara White Matte 12"" x 12"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 10.0 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, Grey, Checkerboard, Matte","Checkerboard Bardiglio & Carrara White Matte 12"" x 12"" Tile","Checkerboard Bardiglio & Carrara White Matte 12"" x 12"" Tile. Natural marble sold by the box, $15.86 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Checkerboard,Matte,Grey,10,10.0,0.375,15.86,sq ft,CHBAMARTIL456629
black-basalt-12-matte-hexagon-tile-copy,UPDATE,"Black Basalt 12"" Matte Hexagon 12"" x 12"" Tile","<p>A natural basalt, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Basalt</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Hexagon</li><li><strong>Colour family</strong> — Black</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Basalt, Floor & Wall Tile, Natural Stone, Floor, Wall, Black, Hexagon, Matte","Black Basalt 12"" Matte Hexagon 12"" x 12"" Tile","Black Basalt 12"" Matte Hexagon 12"" x 12"" Tile. Natural basalt sold by the piece, $37.59 per piece. Samples available. Ships across the continental US.",Basalt,"12"" x 12""",Hexagon,Matte,Black,1,,0.375,37.59,piece,BLBABASTIL723253
fishing-net-white-black-dot-marble-polished-wall-mosaic,UPDATE,"Diamond Net White & Black Dot Marble 12"" x 13"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 13""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Diamond</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 8.64 sq ft per box (9 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Diamond, Polished","Diamond Net White & Black Dot Marble 12"" x 13"" Mosaic — Polished","Diamond Net White & Black Dot Marble 12"" x 13"" Mosaic — Polished. Natural marble sold by the box, $23.92 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 13""",Diamond,Polished,White,9,8.64,0.375,23.92,sq ft,DINEMARMOS444533
fishing-net-white-blue-dot-marble-polished-wall-mosaic-1,UPDATE,"Diamond Net White & Blue Dot Marble 12"" x 13"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 13""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Diamond</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 8.64 sq ft per box (9 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Diamond, Polished","Diamond Net White & Blue Dot Marble 12"" x 13"" Mosaic — Polished","Diamond Net White & Blue Dot Marble 12"" x 13"" Mosaic — Polished. Natural marble sold by the box, $23.92 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 13""",Diamond,Polished,White,9,8.64,0.375,23.92,sq ft,DINEMARMOS109941
herringbone-blue-11-x-12-5-mosaic-tile,UPDATE,"Herringbone Blue 11"" x 12 1/2"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11"" x 12 1/2""</li><li><strong>Pattern</strong> — Herringbone</li><li><strong>Colour family</strong> — Blue</li><li><strong>Coverage</strong> — 10.5 sq ft per box (10 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Blue, Herringbone","Herringbone Blue 11"" x 12 1/2"" Mosaic","Herringbone Blue 11"" x 12 1/2"" Mosaic. Natural marble sold by the box, $30.78 per sq ft. Samples available. Ships across the continental US.",Marble,"11"" x 12 1/2""",Herringbone,,Blue,10,10.5,0.375,30.78,sq ft,HEBLMARMOS133365
carwhtmos1361,UPDATE,"Carrara Blue Grey White Marble Pinwheel w/ Black Dots 12"" x 12"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Pinwheel</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 8.0 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Pinwheel, Polished","Carrara Blue Grey White Marble Pinwheel w/ Black Dots 12"" x 12"" Mosaic","Carrara Blue Grey White Marble Pinwheel w/ Black Dots 12"" x 12"" Mosaic — Polished. Natural marble sold by the box, $12.54 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Pinwheel,Polished,White,8,8.0,0.375,12.54,sq ft,CAITMARMOS739745
carwhtmos1359,UPDATE,"Carrara Blue Grey White Marble Octagon Blue & Gray 2"" x 2"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 2"" x 2""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Octagon</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 8.0 sq ft per box (8 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Shower Floor, White, Octagon, Polished, Micro Mosaic","Carrara Blue Grey White Marble Octagon Blue & Gray 2"" x 2"" Mosaic — Po","Carrara Blue Grey White Marble Octagon Blue & Gray 2"" x 2"" Mosaic — Polished. Natural marble sold by the box, $12.54 per sq ft. Samples available. Ships across the continental US.",Marble,"2"" x 2""",Octagon,Polished,White,8,8.0,0.375,12.54,sq ft,CAITMARMOS220065
ferrara-3-x-6-honed-marble-decorative-tile-with-brass-in-bianco,UPDATE,"Ferrara Matte Marble Decorative with Brass in Bianco 3"" x 6"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 3"" x 6""</li><li><strong>Finish</strong> — Matte</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 4.96 sq ft per box (40 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, Backsplash, White, Matte","Ferrara Matte Marble Decorative with Brass in Bianco 3"" x 6"" Tile","Ferrara Matte Marble Decorative with Brass in Bianco 3"" x 6"" Tile. Natural marble sold by the box, $45.99 per sq ft. Samples available. Ships across the continental US.",Marble,"3"" x 6""",,Matte,White,40,4.96,0.375,45.99,sq ft,FE3MARTIL928053
